Media Sources,Negative,Neutral,Positive,Compound,Tweets Ago,Date,Text
New York Times,0.0,0.709,0.291,0.5719,26,Wed Jun 06 04:28:53 +0000 2018,Gavin Newsom Wins Spot in California Election for Governor https://t.co/J6dFNoMAam
New York Times,0.0,1.0,0.0,0.0,27,Wed Jun 06 04:27:01 +0000 2018,"Gavin Newsom, candidate for governor of California, got 1 of 2 spots on the November ballot https://t.co/7qRTwPThU9"
New York Times,0.0,1.0,0.0,0.0,28,Wed Jun 06 04:17:03 +0000 2018,California election live results https://t.co/5D3cTZuJK6
New York Times,0.124,0.876,0.0,-0.4019,29,Wed Jun 06 04:02:12 +0000 2018,"A printing error left about 119,000 names off voting rosters in the Los Angeles area, according to the county clerk… https://t.co/h8GMPD3VH6"
New York Times,0.0,1.0,0.0,0.0,30,Wed Jun 06 04:02:02 +0000 2018,"One of the first of a wave of American women contemporary designers who emerged in the 1990s, Kate Spade built a br… https://t.co/0wiSUQXmiE"
New York Times,0.0,1.0,0.0,0.0,31,Wed Jun 06 03:47:05 +0000 2018,Iowa election live results https://t.co/xsdBrqG6yo
New York Times,0.0,0.939,0.061,0.0258,32,Wed Jun 06 03:32:06 +0000 2018,"Bill Clinton acknowledged his defensive reaction about Monica Lewinsky during an interview. It ""wasn't my finest ho… https://t.co/Btkzy90oo1"
New York Times,0.0,1.0,0.0,0.0,33,Wed Jun 06 03:22:58 +0000 2018,"RT @ShaneGoldmacher: Even while saying Monday was not his ""finest hour,"" Bill Clinton takes a dig tonight at Craig Melvin: ""I should have r…"
New York Times,0.107,0.622,0.271,0.5719,34,Wed Jun 06 03:17:07 +0000 2018,"A former Navy pilot, a veteran White House national security adviser and a conservative gun rights advocate won Dem… https://t.co/i4IIirALjS"
New York Times,0.0,1.0,0.0,0.0,35,Wed Jun 06 03:03:20 +0000 2018,California election live results https://t.co/2tfaYxZqn9
New York Times,0.077,0.864,0.059,-0.1027,36,Wed Jun 06 02:47:05 +0000 2018,At Tesla's annual meeting came a rare challenge from investors who sought to shake up the board and force Elon Musk… https://t.co/bfgZm9tBre
New York Times,0.0,1.0,0.0,0.0,37,Wed Jun 06 02:32:06 +0000 2018,"The Kate Spade label started simply, with its designer and future husband at the helm, and grew into a $2.4 billion… https://t.co/RATXLmBBz1"
New York Times,0.0,0.906,0.094,0.3612,38,Wed Jun 06 02:31:41 +0000 2018,"RT @jdelreal: Im here at the US Grant Hotel in San Diego, where CA GOP gubernatorial candidate John Cox is hosting his election night party…"
New York Times,0.0,0.891,0.109,0.4019,39,Wed Jun 06 02:27:04 +0000 2018,"RT @melbournecoal: I’m at Antonio Villaraigosa’s election night party, in downtown Los Angeles. Polls close in less than an hour and the me…"
New York Times,0.191,0.809,0.0,-0.6868,40,Wed Jun 06 02:25:59 +0000 2018,"RT @mattfleg: Already sick of California? Unsure what to do for the next 36 minutes? Either way, read @NYTnickc and me on all the other sta…"
New York Times,0.0,1.0,0.0,0.0,41,Wed Jun 06 02:17:03 +0000 2018,"RT @Nate_Cohn: NYT election results for NJ, AL, MT, SD, NM, IA, MS, and CA (did i remember them all?) are here, for those who haven't found…"
New York Times,0.0,0.891,0.109,0.296,42,Wed Jun 06 02:07:23 +0000 2018,"Kelly Sadler, a White House communications aide who made headlines for a joke about the health of John McCain, has… https://t.co/2zebCGV52e"
New York Times,0.0,1.0,0.0,0.0,43,Wed Jun 06 01:47:04 +0000 2018,Alabama election live results https://t.co/wzsHypDT7w
New York Times,0.0,1.0,0.0,0.0,44,Wed Jun 06 01:33:04 +0000 2018,RT @ivanlpenn: More than two dozen volunteers are working the phones at Representative Mimi Walters campaign office to get last minute vote…
New York Times,0.0,1.0,0.0,0.0,45,Wed Jun 06 01:28:06 +0000 2018,"RT @maggieNYT: Response from @MeghanMcCain to massive ABC internal blast when WH statement was sent around: “Bye, Felicia.” https://t.co/AB…"
New York Times,0.0,1.0,0.0,0.0,46,Wed Jun 06 01:14:06 +0000 2018,New Jersey election live results https://t.co/XPXqdEXlYw
New York Times,0.0,1.0,0.0,0.0,47,Wed Jun 06 01:05:02 +0000 2018,"RT @jennymedina: Final push in #CA48 dialing for votes:
“Have you voted? There’s an election today. We need you to vote so the Democrats wi…"
New York Times,0.0,1.0,0.0,0.0,48,Wed Jun 06 01:02:02 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/qVgvJ4Wtbr
New York Times,0.0,0.917,0.083,0.25,49,Wed Jun 06 00:47:05 +0000 2018,"Much of what makes New York unique was created during the last ice age, when a vast ice sheet covered much of North… https://t.co/JNsdwuBDQD"
New York Times,0.0,1.0,0.0,0.0,50,Wed Jun 06 00:37:05 +0000 2018,"8 states have primary elections today. Here's when we're expecting the first results. https://t.co/NEbxm6mxyl
Alaba… https://t.co/SiGUd84TSg"
New York Times,0.142,0.78,0.078,-0.34,51,Wed Jun 06 00:27:05 +0000 2018,Who will likely be blamed if Democrats get locked out of some competitive Republican-held congressional races in Ca… https://t.co/kEa8zJhkBT
New York Times,0.272,0.728,0.0,-0.7964,52,Wed Jun 06 00:17:03 +0000 2018,RT @nytpolitics: The assassination fueled a general sense — not entirely unfamiliar today — that the nation had gone mad; that the normal r…
New York Times,0.0,1.0,0.0,0.0,53,Wed Jun 06 00:02:05 +0000 2018,"8 states voted in one of the busiest days of primary season, and results are expected soon. We’re tracking the key… https://t.co/iL14weHog8"
New York Times,0.0,0.891,0.109,0.296,54,Tue Jun 05 23:47:03 +0000 2018,Scott Pruitt gave a political aide the task of helping him seek a “business opportunity” for his wife with Chick-fi… https://t.co/g15MDxxunN
New York Times,0.0,0.872,0.128,0.4215,55,Tue Jun 05 23:32:07 +0000 2018,"Betsy DeVos said the federal commission on school safety set up this year after the Parkland, Florida, school massa… https://t.co/Gn3X6eos8S"
New York Times,0.0,0.86,0.14,0.4767,56,Tue Jun 05 23:21:03 +0000 2018,"RT @gabrieldance: New: Facebook gave private data access to Chinese Firm, Huawei, which has been flagged by U.S. intelligence.

https://t.c…"
New York Times,0.0,1.0,0.0,0.0,57,Tue Jun 05 23:11:30 +0000 2018,Breaking News: Facebook has given at least four Chinese companies access to user data. One has been flagged by U.S.… https://t.co/NHDWzvKJUO
New York Times,0.0,1.0,0.0,0.0,58,Tue Jun 05 23:02:03 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/d5SybOs0hs
New York Times,0.083,0.837,0.079,-0.0227,59,Tue Jun 05 22:51:03 +0000 2018,"RT @arappeport: In a letter to Congress, Trump's Treasury Department still will not commit to putting Harriet Tubman on the $20 https://t.c…"
New York Times,0.1,0.779,0.121,0.128,60,Tue Jun 05 22:41:04 +0000 2018,Kate Spade was a critical figure in the continuum of women who have defined fashion in the United States: designers… https://t.co/mkBQsw4Uxb
New York Times,0.0,1.0,0.0,0.0,61,Tue Jun 05 22:27:05 +0000 2018,8 states are holding primaries today. Here's what to watch for in those races. https://t.co/K1Je3JoLQA
New York Times,0.0,1.0,0.0,0.0,62,Tue Jun 05 22:12:02 +0000 2018,"RT @NYTNational: ⚡️ “On the Ground at the California Primaries”

https://t.co/f0ZiiBHxqF"
New York Times,0.095,0.905,0.0,-0.296,63,Tue Jun 05 21:58:03 +0000 2018,"Breaking News: Mexico hit back at the U.S., saying it would impose tariffs on cheese, whiskey and other goods in re… https://t.co/XKeKYb4KcM"
New York Times,0.0,1.0,0.0,0.0,64,Tue Jun 05 21:46:06 +0000 2018,"How much tourism is too much? On the Galápagos Islands, they're asking the question. https://t.co/GQ5twJeeq1"
New York Times,0.195,0.805,0.0,-0.561,65,Tue Jun 05 21:27:05 +0000 2018,"RT @VVFriedman: On this sad day, thoughts on Kate Spade, and what she stood for - https://t.co/jBYfIwb6AT"
New York Times,0.0,0.83,0.17,0.4767,66,Tue Jun 05 21:12:02 +0000 2018,"Jordan Peele, who wrote and directed ""Get Out,"" has signed a deal giving Amazon the first look at his ideas for TV… https://t.co/No04lHy4zr"
New York Times,0.0,1.0,0.0,0.0,67,Tue Jun 05 21:03:46 +0000 2018,California's 10th congressional district is one that's coveted by Democrats. NYT journalists are reporting from the… https://t.co/HZRtuv5CxY
New York Times,0.265,0.735,0.0,-0.7579,68,Tue Jun 05 21:03:05 +0000 2018,"After a teenager was fatally shot by a police officer, his family searched for answers from the city they lost fait… https://t.co/49QalKqVI7"
New York Times,0.173,0.723,0.104,-0.4019,69,Tue Jun 05 20:55:04 +0000 2018,"Kate Spade, who was found dead on Tuesday, had a business mind that saw the opportunities in becoming a lifestyle b… https://t.co/lN2NDamjmq"
New York Times,0.0,1.0,0.0,0.0,70,Tue Jun 05 20:40:03 +0000 2018,"Rep. Tulsi Gabbard wants visitors to stay away from the Kilauea volcano. ""Now is not the time for tourists to blank… https://t.co/a5dL2bl2JD"
New York Times,0.0,0.72,0.28,0.8126,71,Tue Jun 05 20:33:45 +0000 2018,RT @mccanner: I love this. New York Times photographers did portraits of voters and asked what's motivating them to participate today. SEVE…
New York Times,0.082,0.918,0.0,-0.1531,72,Tue Jun 05 20:25:03 +0000 2018,"“We are not going to judge you on your outward appearance,"" the Miss America Organization's chairwoman, Gretchen Ca… https://t.co/SY8ge6if9h"
New York Times,0.0,1.0,0.0,0.0,73,Tue Jun 05 20:10:09 +0000 2018,A school wanted to prepare its eighth-graders for high school. So it gave them a bullet-resistant shield for their… https://t.co/ykXjrGY5l6
New York Times,0.167,0.833,0.0,-0.3818,74,Tue Jun 05 19:57:02 +0000 2018,Crowdfunding campaigns are designed for just about everything these days. That includes funerals. https://t.co/WFgOKnLoOF
New York Times,0.064,0.843,0.092,0.1779,75,Tue Jun 05 19:47:04 +0000 2018,"RT @nytpolitics: News Analysis: The president’s claim that he has ""the absolute right"" to pardon himself was the latest in an aggressive se…"
New York Times,0.0,1.0,0.0,0.0,76,Tue Jun 05 19:37:04 +0000 2018,"A court has ordered Mexico's government to again investigate the disappearances of 43 college students. This time,… https://t.co/GWOvp5B1c4"
New York Times,0.0,1.0,0.0,0.0,77,Tue Jun 05 19:31:08 +0000 2018,RT @jdelreal: I may have just visited the coolest polling place in America. Voters are casting their ballots here at Rhino’s Boxing in Vist…
New York Times,0.0,0.751,0.249,0.6486,78,Tue Jun 05 19:27:03 +0000 2018,The California primary might give us a better idea of whether Democrats will make big gains in November https://t.co/cDNf7fiutZ
New York Times,0.094,0.837,0.069,-0.128,79,Tue Jun 05 19:17:05 +0000 2018,"The Wall Street Journal is replacing its top editor, Gerard Baker. His newsroom broke award-winning stories but str… https://t.co/TgJV7prEuh"
New York Times,0.0,1.0,0.0,0.0,80,Tue Jun 05 19:07:04 +0000 2018,"The Philadelphia Eagles won't be there, but President Trump said a celebration will go on https://t.co/9gnsNFHruH"
New York Times,0.286,0.714,0.0,-0.7506,81,Tue Jun 05 18:57:06 +0000 2018,Israel’s military said that the killing of a young Palestinian volunteer medic at a Gaza fence protest was unintent… https://t.co/uZHSmBTYl7
New York Times,0.0,0.888,0.112,0.34,82,Tue Jun 05 18:47:04 +0000 2018,"For many women, a Kate Spade bag was their first designer purchase. They shared their stories of their first ""grown… https://t.co/SngkBwGwTQ"
New York Times,0.329,0.671,0.0,-0.7818,83,Tue Jun 05 18:37:02 +0000 2018,The most feared and loathed character in the city’s restaurant business? It’s the health inspector. https://t.co/vX1Zz9KPH1
New York Times,0.0,0.842,0.158,0.4939,84,Tue Jun 05 18:27:03 +0000 2018,California voters are making lots of decisions. NYT photographers wanted to find out what was motivating them.… https://t.co/4w6tHFYawt
New York Times,0.088,0.912,0.0,-0.34,85,Tue Jun 05 18:17:01 +0000 2018,"RT @NYTScience: ""We snapped out of the knee jerk approach where we had to give chemo to everybody,"" says one author of a new study that sho…"
New York Times,0.0,1.0,0.0,0.0,86,Tue Jun 05 18:09:45 +0000 2018,"""The summer of hell"": The sequel https://t.co/RO2Hv8N3l8"
New York Times,0.163,0.837,0.0,-0.5106,87,Tue Jun 05 18:07:06 +0000 2018,"Separating children from migrant families entering the U.S. violates their rights and international law, the UN's h… https://t.co/NDbugKNYet"
New York Times,0.278,0.612,0.11,-0.5526,88,Tue Jun 05 17:47:01 +0000 2018,Harvey Weinstein pleaded not guilty to the sexual assault charges lodged against him last month https://t.co/6h9fEgoAN4
New York Times,0.0,1.0,0.0,0.0,89,Tue Jun 05 17:37:04 +0000 2018,"The White House has unblocked the accounts of 7 Twitter users who sued President Trump, but it's appealing a judge'… https://t.co/aS46IucubL"
New York Times,0.16,0.746,0.093,-0.4215,90,Tue Jun 05 17:27:04 +0000 2018,Kate Spade built a brand on the appeal of clothes and accessories that made women smile. She was found dead on Tues… https://t.co/jxOuBFEik6
New York Times,0.0,1.0,0.0,0.0,91,Tue Jun 05 17:17:03 +0000 2018,"RT @nytopinion: I’d take President Bill Clinton over Donald J. Trump in any role on any day, writes Frank Bruni. But in an honor-starved mo…"
New York Times,0.084,0.722,0.195,0.4456,92,Tue Jun 05 17:07:02 +0000 2018,"RT @NYTMetro: Eight years ago, Gov. Cuomo promised not to collapse under pressure from unions he said had a stranglehold on state politics.…"
New York Times,0.213,0.736,0.05,-0.6369,93,Tue Jun 05 16:53:04 +0000 2018,"Even with all the mayhem in Afghanistan’s long war, the number of children out of school had been falling. Until no… https://t.co/luED2e0v1b"
New York Times,0.0,1.0,0.0,0.0,94,Tue Jun 05 16:42:28 +0000 2018,Kate Spade decided that the handbags were too full of gloppy gewgaws — then she went to design her own. From 1999: https://t.co/K779QDG6c8
New York Times,0.0,1.0,0.0,0.0,95,Tue Jun 05 16:37:04 +0000 2018,NYT journalists are spread out across California to cover the state's high-stakes primary election. Follow our live… https://t.co/QFbysRJGOU
New York Times,0.193,0.807,0.0,-0.6486,96,Tue Jun 05 16:28:22 +0000 2018,"Breaking News: Kate Spade, the designer who built a handbag empire, was found dead in her Manhattan apartment after… https://t.co/U8bovTgEiT"
New York Times,0.12,0.88,0.0,-0.3818,97,Tue Jun 05 16:17:03 +0000 2018,"RT @NYTSports: LeBron James has scored 80 points in two games in the NBA finals, and is still losing.  https://t.co/DWIAP28w1P"
New York Times,0.07,0.93,0.0,-0.0516,98,Tue Jun 05 16:07:05 +0000 2018,President Trump touted his accomplishments from his first 500 days in office. We fact-checked his claims. https://t.co/iFQ24m6KjF
New York Times,0.0,1.0,0.0,0.0,99,Tue Jun 05 15:57:04 +0000 2018,President Trump's chief economic adviser has suggested Trump wants separate deals with Mexico and Canada instead of… https://t.co/sGW7oxXlbo
New York Times,0.0,1.0,0.0,0.0,100,Tue Jun 05 15:47:04 +0000 2018,It is a staple of prom for a boy to be crowned king and a girl to be crowned queen. But this was not just any prom.… https://t.co/aWjgOBcarI
